Title,Locations,Fun facts,Production company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,Longitude,Latitude,Analysis neighborhood,Imdb_id,Year,Kind,Genres,Plot,Language,Country,Certificates,Runtime,Awards,Imdb_rating,Imdb_votes,Metascore,Box_office,Poster,Rt_score,Metacritic_score
Women Is Losers,26 Edna St,,Look at the Moon Pictures,,Lissette Feliciano,Lissette Feliciano,Lorenza Izzo,Simu Liu,Liza Weil,-122.4463537,37.7270699,West of Twin Peaks,tt9024096,2021,movie,Drama,"In 1960s San Francisco, a once-promising catholic school girl, Celina Guerrera, sets out to rise above the oppression of poverty and invest in a future for herself that sets new precedents for the time.","English, Spanish",United States,,84,9 wins & 2 nominations total,6,437,59,,https://m.media-amazon.com/images/M/MV5BN2VmZGFiYzEtYmNlMC00NzUxLTkxMGQtNWRkMzBhOGJlNWFjXkEyXkFqcGc@._V1_SX300.jpg,72%,59/100
By Hook or by Crook,"Department of Public Health (101 Grove Street at Polk, Civic Center)",,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard,,,-122.4184673,37.7782978,Tenderloin,tt0290498,2001,movie,"Crime, Drama, Romance","By Hook or by Crook chronicles the tale of two unlikely friends who commit petty crimes as they search for a path to understanding themselves and the outside world. Silas Howard plays Shy (a transgender man), who leaves his small town after the death of his father, and heads to the big city to live a life of crime. Along the way, he encounters Valentine, a quirky adoptee, in search of his birth mother. An immediate kinship is sparked between these men and they become partners in crime. Suffering money troubles, emotional problems, and physical confrontations, the duo face their issues head on and learn to trust each other and support each other in pursuit of their goals.",English,United States,Not Rated,98,7 wins,5.7,344,47,"$1,802 ",https://m.media-amazon.com/images/M/MV5BMjAwMjYwMDk3NV5BMl5BanBnXkFtZTcwMjkyMDAwMQ@@._V1_SX300.jpg,67%,47/100
Time After Time,Justin Herman Plaza,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,-122.3952007,37.7951195,Financial District/South Beach,tt0080025,1979,movie,"Adventure, Drama, Sci-Fi","It's 1893 London. Futurist H.G. Wells believes that the future holds a Utopian society. He also believes in time travel. He has just built a time machine which he is displaying to a group of skeptical friends, including surgeon Dr. John Leslie Stevenson. Unbeknown to Wells or anyone else among that circle, Stevenson is better known to the public as Jack the Ripper. Just as the police are about to capture Stevenson, he uses the time machine to escape, with Wells being the only one who knows what happened to him. Not telling anyone except his trusting housekeeper, Wells follows Stevenson in order to capture and bring him back to face justice. Where Stevenson has gone is 1979 San Francisco. There, Wells is dismayed to find that the future is not Utopia as he had predicted. But Wells is also picked up by a young woman named Amy Robbins. As Wells and Amy search for Stevenson, Stevenson conversely is after Wells to obtain the master key to the time machine. As Stevenson continues his murderous ways, he will stop at nothing to achieve his desires, which places Amy in danger.",English,United States,PG,112,7 wins & 7 nominations total,7,21624,69,,https://m.media-amazon.com/images/M/MV5BNzAzY2MwNmUtM2E4ZS00YWFiLWI0YzQtNjU1MTU3OWY5YTgxXkEyXkFqcGc@._V1_SX300.jpg,88%,69/100
Hard to Hold,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Universal Pictures,Universal Pictures,Larry Peerce,"Thomas Hedley, Jr.",Rick Springfield,,,-122.4100923,37.7923883,Nob Hill,tt0087384,1984,movie,"Drama, Music","Rock star Jaime Roberts (Rick Springfield) is living the highlife and is used to having his way with women. He meets child psychologist Diana Lawson, who only has ears for the classics, and has never heard of him. Complications arise when his crazy ex-girlfriend Nicky Nides remains a member of his band, and isn't ready to give up easily. Love is hard to find when the whole world is watching. Great soundtrack by Rick Springfield as well as Peter Gabriel, Graham Parker and Nona Hendryx.",English,United States,PG,93,,4.8,770,,"$11,113,806 ",https://m.media-amazon.com/images/M/MV5BNjg4MDI3YzctOTZlMS00MWFkLWE0Y2YtMWE2NDljNWE4MDBlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,,
Goliath,California and Mason,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,-122.4108465,37.7918448,Nob Hill,tt4687880,2016,series,Drama,"Billy Mcbride is going through a rough patch. He has been fired from the law firm he helped build, his wife has left him, and he's now a down on his luck ambulance chaser. A lady (Patty) approaches him to represent her in a wrongful death case. After reluctantly accepting to take on the case, a series of strange events befall Billy. Through death threats, harassment, and trumped up arrests, Billy embarks on obtaining justice, and it is one hell of a ride. Additional unique cases eventually come Billy and Patty's way, making the ride even more entertaining.",English,United States,TV-MA,60,Nominated for 1 Primetime Emmy. 1 win & 11 nominations total,8.1,62986,,,https://m.media-amazon.com/images/M/MV5BN2YwNjY2NzEtYTE4ZC00MTZkLTlkM2ItZmJiZDAxNzE1OTQxXkEyXkFqcGc@._V1_SX300.jpg,,
The Pleasure of His Company,2700 Vallejo Street (Pacific Heights),,Perlsea Company,Parmaount Pictures,George Seaton,Samuel A. Taylor,Fred Astaire,Debbie Reynolds,Lilli Palmer,-122.4420204,37.7946105,Pacific Heights,tt0055307,1961,movie,Comedy,"San Francisco debutante, Jessica Poole, is marrying Napa Valley cattle rancher, Roger Henderson, and hopes her peripatetic father, ""Pogo"" Poole, whom she hasn't seen for years, comes to the wedding. He arrives, disrupting the household of his ex-wife, Katharine, and her long-suffering husband, and befriending their cook, Toy. At first it seems that Pogo is set on breaking up the engagement, making up for years of neglect by wining and dining Jessica, showing up Roger as a hick, and enticing her to come to Europe with him. Then it seems his real goal is to win back Katharine's heart: why else would he have two tickets to Paris booked on a plane leaving right after the reception?","English, French, Italian",United States,Not Rated,115,2 nominations,6.7,914,,,https://m.media-amazon.com/images/M/MV5BZDMwNGIwZDAtZGM1YS00ODU3LThhYTktZjljN2EyODM1OTE4XkEyXkFqcGc@._V1_SX300.jpg,,
The Bachelor,Nina M. Designs (52 2nd Street at Jessie),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,-122.4007055,37.788543,Financial District/South Beach,tt0120596,1999,movie,"Comedy, Romance","James Shannon III (Chris O'Donnell) is seeing his single friends get married one by one. He isn't too worried until his girlfriend Anne Arden (Renée Zellweger) catches the bouquet at his friend Marco's (Artie Lange's) wedding. Suddenly, his wild mustang days are numbered. He finally decides to propose to her, but he sticks his foot in his mouth and botches the proposal. Being insulted by the defeatist proposal, Anne leaves town on an assignment. After she's gone, he finds out that his recently-deceased granddad James Shannon's (Sir Peter Ustinov's) will stipulates that he gets nothing of a multi-million-dollar fortune unless he's married by 6:05 p.m. on his 30th birthday: tomorrow. Not being able to find Anne, Jimmie begins backtracking through his past girlfriends to find a wife.","English, Spanish",United States,PG-13,101,1 win & 2 nominations total,5.1,19198,31,"$21,760,240 ",https://m.media-amazon.com/images/M/MV5BNTJmZTRkY2YtMGFhZi00Y2NkLThmOWUtZjljZDYwMTRiMTVhXkEyXkFqcGc@._V1_SX300.jpg,9%,31/100
Chance,"Agua Vista Park at Mission Rock, 817 Terry A Francois Blvd.",,TVM Productions,HULU,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,-122.3865434,37.7655177,Potrero Hill,tt5620076,2016,series,"Drama, Mystery, Thriller","Modern day noir story about Psychiatrist Eldon Chance, who's in a rut. He's middle-aged, his wife wants a divorce, which might put a strain on his relationship with his astute teenage daughter he deeply cares about, and he's getting tired of his professional work. Chance's natural talent for psychoanalysis allows him to easily assess everyone that wants his help but that doesn't mean he can actually cure them or even help them. Everything changes however, when he meets mysterious and attractive Jaclyn Blackstone, who turns out to have both dark secrets and big psychological as well as private problems. But her most immediate problem is her abusive ex-husband Raymond Blackstone, who also happens to be a corrupt cop with connections. Chance falls for Jaclyn and becomes obsessed with helping her but he quickly realizes that he's in over his head. Help eventually comes in the form of a hulking man called D. While clearly a bit unhinged, asocial and disturbed, D is also highly skilled, calculated, smart and efficient and possesses huge knowledge of tactics, weaponry and hand-to-hand combat. He is also highly focused and loyal and agrees to help Chance find a way to deal with the new and dangerous situation he's put himself in over Jaclyn.",English,United States,TV-MA,1,,7.5,11253,,,https://m.media-amazon.com/images/M/MV5BOTc3MDYwNTg4NF5BMl5BanBnXkFtZTgwMTk0NDYzMDI@._V1_SX300.jpg,,
The Dead Pool,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,-122.405629,37.7555919,Mission,tt0094963,1988,movie,"Action, Crime, Mystery","Even though he detests publicity, for once, the tough-as-nails San Francisco Police Department officer, Inspector Dirty Harry (1971), has hit the headlines for a good cause, after putting behind bars an infamous mobster. But now, Callahan's name is on a macabre list of soon-to-be-dead celebrities. Before long, the first one dies, the drug-addled rock star, Johnny Squares, and as more violent deaths follow, Callahan now fears that he is next in line. In the meantime, more and more, all indications point to the British horror-film director, Peter Swan. Who is the mastermind behind the anonymous hit-list and the twisted gambling game known as the Dead Pool? Can Harry get to the bottom of this deadly conundrum before it is too late?",English,United States,R,91,,6.3,51942,46,"$37,903,295 ",https://m.media-amazon.com/images/M/MV5BZjY5NjBlZjItMzI3ZS00MmJkLTkxMTgtMzY5OWRjYjdhYzMxXkEyXkFqcGc@._V1_SX300.jpg,53%,46/100
Blue Jasmine,1138 Alabama St,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,-122.4112992,37.75367,Mission,tt2334873,2013,movie,"Comedy, Drama, Romance","Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",English,United States,PG-13,98,Won 1 Oscar. 56 wins & 83 nominations total,7.3,218419,78,"$33,405,481 ",https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,90%,78/100
Doctor Dolittle,Gabbiano's Restaurant (Ferry Building),"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,-122.3937313,37.7961482,Financial District/South Beach,tt0118998,1998,movie,"Comedy, Family, Fantasy","Dr. John Dolittle has the world in his hands: A beautiful wife at his side, two adorable daughters and a career that could not go better. One night, he nearly runs over a dog with his car. The dog yells ""bonehead"" and disappears. From then on, his childhood ability is back: To communicate with animals. Unfortunately, the word of Dolittle's ability is spreading quickly. Soon, many animals from rat to horse flock to his place to get medical advice. But his colleagues suspect he's going mad, and as the clinic Dolittle used to work for is about to being taken over for a huge amount of money, many decisions have to be made. Believe him? Put him into a mental institution? Sell the clinic? But also his family is close to breaking apart. Until a circus tiger falls seriously ill.",English,United States,PG-13,85,4 wins & 10 nominations total,5.4,107260,46,"$144,156,605 ",https://m.media-amazon.com/images/M/MV5BMTI2NThkYjYtMWZjNi00ZGEwLTgyNjEtOTlhZTA3MmEzYzVhXkEyXkFqcGc@._V1_SX300.jpg,44%,46/100
Looking,Doc's Clock,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,-122.4188764,37.7583482,Mission,tt2581458,2014,series,"Comedy, Drama, Romance","Three best friends living in San Francisco share the nuances and complexities of contemporary gay relationships as they explore a variety of options, both in love and in life.",English,United States,TV-MA,30,4 wins & 19 nominations total,8.2,22547,,,https://m.media-amazon.com/images/M/MV5BNzEwYjUyZjgtNmI1OC00ZThlLWFjZDgtMmNlMTk3NDE5ZjY0XkEyXkFqcGc@._V1_SX300.jpg,,
Pushing Dead,Octavia at Grove Street,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,-122.4248395,37.7776167,Hayes Valley,tt4572984,2016,movie,"Comedy, Drama","When a struggling writer, HIV positive for 20+ years, accidentally deposits a $100 birthday check, he is dropped from his health plan for earning too much. In this new era of sort-of universal care, can he take on a helpless bureaucracy or come up with $3000 a month to buy meds on his own?",English,United States,TV-MA,110,14 wins & 3 nominations total,6.4,524,,,https://m.media-amazon.com/images/M/MV5BY2MxNTI2MzMtZWIwOC00ZmVkLWFmZGYtYzM3MzBjYTcwNDRkXkEyXkFqcGc@._V1_SX300.jpg,,
When We Rise,"Women's Building, 3543 18th St.",Roma Guy was one of the founders of the Women's Building,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,-122.4227025,37.7614492,Mission,tt5292622,2017,series,Drama,"A dramatization of the real life San Francisco centered fight for LGBT rights from 1972 to 2015 is presented, the LGBT community which arguably has had the most numerous organized campaigns against them of any minority group to suppress those rights in the United States during that time period. It focuses on the advocacy and other supportive work of four individuals, Cleve Jones, Roma Guy, Diane Jones and Ken Jones, whose experiences focus on different aspects of the issue. Cleve's story focuses primarily on the political and legislative fight for gay and ultimately LGBT rights. Roma's story focuses primarily on her fight for women's rights, especially safe places for women, within that where she as a lesbian fits, ultimately a fight for universal health care in San Francisco, and her personal relationships particularly with Diane. Beyond that relationship with Roma, Diane's story focuses on her work as a nurse in caring for AIDS patients, and her want as a lesbian to have a child. And Ken's story focuses on his search for the LGBT community's place within organized religion, and his longtime relationship with child welfare worker Richard, who hid behind a heterosexual marriage to protect his livelihood. Key events and the LGBT community reaction to these events in this collective fight are presented, such as the Equal Rights Amendment movement, the push to get gay Harvey Milk elected to San Francisco public office (he who would be the first openly homosexual person to hold public office in the US), the vote on Proposition 6 in California in conjunction with singer and Florida orange juice spokesperson Anita Bryant's anti-gay crusade, the murders of Milk and San Francisco mayor George Moscone, the AIDS crisis, the AIDS memorial quilt which was not supported by the entire gay community, the disillusionment with President Bill Clinton's administration with ""Don't Ask, Don't Tell"" and the Defense of Marriage Act (DOMA) enacted under his watch, and the vote on Proposition 8 in California which ultimately led to a fight at the United States Supreme Court for complete civil rights for the LGBT community throughout the nation.",English,United States,TV-14,85,2 wins & 2 nominations total,7.5,3472,,,https://m.media-amazon.com/images/M/MV5BNjIyMjM5MTE2NF5BMl5BanBnXkFtZTgwMDc5MTEyMTI@._V1_SX300.jpg,,
Murder in the First,369 Embarcadero,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,-122.3893598,37.790813,Financial District/South Beach,tt2402061,2014,series,"Crime, Drama, Mystery","A single murder case is dissected from the committing of the crime through to the investigation, arrest and trial.",English,United States,TV-MA,1,2 wins & 2 nominations total,7.3,8057,,,https://m.media-amazon.com/images/M/MV5BMDJhYmQyYmUtZDg4ZS00M2RmLWFjZmYtMmMxYWVlZDYzNTA5XkEyXkFqcGc@._V1_SX300.jpg,,
Blindspotting,"Broadway Studios, 435 Broadway",,Blindspotting Productions Inc.,Starz,"Rafael Casal, Jess Wu Calder,","Brittany Miller, Benjamin Earl Turner, Rafael Casal & Daveed Diggs, Sarah LaBrie, Obehi Janice, Sanjay Shah, Nyesha Littlejohn & Susan Park",Jasmine Cephas Jones,Jaylen Barron,Rafael Casal,-122.404479,37.7979773,North Beach,tt11097374,2021,series,"Comedy, Crime, Drama","As Miles, Ashley's partner of 12 years and father of their son, is suddenly incarcerated, she is left to navigate a chaotic and humorous existential crisis when she's forced to move in with Miles' mother and half-sister.",English,United States,TV-MA,1,Won 1 Primetime Emmy. 1 win & 16 nominations total,6.6,1790,,,https://m.media-amazon.com/images/M/MV5BOGM5NTA3NzQtMTNmZS00NzBiLWI1ZDctYjY2NTU5YmEwZGM4XkEyXkFqcGc@._V1_SX300.jpg,,
Jexi,Grid around Marina District,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,-122.4314841,37.8068032,Marina,tt9354944,2019,movie,"Comedy, Romance, Sci-Fi","Phil has a major dependency issue - he's addicted to his phone. He has no friends, he has a job writing pop culture ""Top 10"" lists, and his love life is non-existent. But his Facebook status is about to change. When he is forced to upgrade his phone, the latest model comes with an unexpected feature...Jexi - an A.I. life coach, virtual assistant and cheerleader. With her help, Phil begins to get a real life. But as he becomes less dependent on his phone, Jexi's artificial intelligence morphs into a tech nightmare determined to keep Phil all to herself, even if it means ruining his chances of finding success.",English,"United States, Canada",R,84,1 nomination total,6,33250,39,"$6,546,159 ",https://m.media-amazon.com/images/M/MV5BMDI1OGI0YjUtZTc2Mi00YzIxLTlmNWItNzA3OTI2Mjk1YjJjXkEyXkFqcGc@._V1_SX300.jpg,23%,39/100
Vertigo,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,-122.4491285,37.8026694,Marina,tt0052357,1958,movie,"Mystery, Romance, Thriller","Following his early retirement as a detective from the San Francisco Police Department, John Ferguson - Scottie to his friends - becomes obsessed with two women in succession, those obsessions which trouble his long time friend and former fiancée, Midge Wood, a designer of women's undergarments. The first is wealthy and elegant platinum blonde Madeleine Elster, the wife of his college acquaintance Gavin Elster, who hires John to follow her in Gavin's belief that she may be a danger to herself in thinking that she has recently been possessed by the spirit of Carlotta Valdes, Madeleine's great-grandmother who she knows nothing about, but who Gavin knows committed suicide in being mentally unbalanced when she was twenty-six, Madeleine's current age. The second is Judy Barton, who John spots on the street one day. Judy is a working class girl, but what makes John obsessed with her is that, despite her working class style and her brunette hair, she is the spitting image of Madeleine, into who he tries to transform Judy. The initial question that John has is if there is some connection between Madeleine and Judy. What happens between John and individually with Madeleine and Judy is affected by the reason John took that early retirement: a recent workplace incident that showed that he is acrophobic which leads to a severe case of vertigo whenever he looks down from tall heights.",English,United States,PG,128,Nominated for 2 Oscars. 9 wins & 8 nominations total,8.2,456449,100,"$7,863,310 ",https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_SX300.jpg,93%,100/100
Terminator Genisys,California at Larkin,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,-122.4190547,37.790802,Nob Hill,tt1340138,2015,movie,"Action, Adventure, Sci-Fi","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured time-line. Now, Sgt. Reese finds himself in a new and unfamiliar version of the past, where he is faced with unlikely allies, including the Guardian, dangerous new enemies, and an unexpected new mission: To reset the future.",English,"United States, Canada",PG-13,126,9 nominations total,6.3,305926,38,"$89,760,956 ",https://m.media-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_SX300.jpg,26%,38/100
The Wedding Planner,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,-122.4192417,37.779275,Tenderloin,tt0209475,2001,movie,"Comedy, Romance","Mary Fiore is the wedding planner. She's ambitious, hard-working, extremely organized, and she knows exactly what to do and say to make any wedding a spectacular event. Bt when Mary falls (literally) for a handsome doctor her busy yet uncomplicated life is turned upside down - he's the groom in the biggest wedding of her career! Will she help him walk down the aisle with his internet tycoon girlfriend, or will Mary finally get to be the bride herself? When it comes to love, you can never plan what's going to happen.","English, Italian","Germany, United States",PG-13,103,2 wins & 6 nominations total,5.4,90779,33,"$60,400,856 ",https://m.media-amazon.com/images/M/MV5BZmNkOGFiZjktMGFlZi00NGU2LThkYzUtOGFlZDExNDcxMzY2XkEyXkFqcGc@._V1_SX300.jpg,,33/100
Bedazzled,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,-122.4192417,37.779275,Tenderloin,tt0230030,2000,movie,"Comedy, Fantasy","Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil must put her own little twist on each his fantasies.","English, Spanish, Russian","United States, Germany",PG-13,93,1 win & 3 nominations total,6.1,118653,49,"$37,886,980 ",https://m.media-amazon.com/images/M/MV5BZGU5ZmZjNDUtYzBiZS00NWVlLTgwMjAtM2M2OGFmM2M4MmRkXkEyXkFqcGc@._V1_SX300.jpg,50%,49/100
Looking,1246 Folsom Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,-122.411015,37.7746,South of Market,tt2581458,2014,series,"Comedy, Drama, Romance","Three best friends living in San Francisco share the nuances and complexities of contemporary gay relationships as they explore a variety of options, both in love and in life.",English,United States,TV-MA,30,4 wins & 19 nominations total,8.2,22547,,,https://m.media-amazon.com/images/M/MV5BNzEwYjUyZjgtNmI1OC00ZThlLWFjZDgtMmNlMTk3NDE5ZjY0XkEyXkFqcGc@._V1_SX300.jpg,,
The Dead Pool,"Nam Yuen Restaurant (740 Washington Street, Chinatown)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,-122.4058831,37.7954245,Chinatown,tt0094963,1988,movie,"Action, Crime, Mystery","Even though he detests publicity, for once, the tough-as-nails San Francisco Police Department officer, Inspector Dirty Harry (1971), has hit the headlines for a good cause, after putting behind bars an infamous mobster. But now, Callahan's name is on a macabre list of soon-to-be-dead celebrities. Before long, the first one dies, the drug-addled rock star, Johnny Squares, and as more violent deaths follow, Callahan now fears that he is next in line. In the meantime, more and more, all indications point to the British horror-film director, Peter Swan. Who is the mastermind behind the anonymous hit-list and the twisted gambling game known as the Dead Pool? Can Harry get to the bottom of this deadly conundrum before it is too late?",English,United States,R,91,,6.3,51942,46,"$37,903,295 ",https://m.media-amazon.com/images/M/MV5BZjY5NjBlZjItMzI3ZS00MmJkLTkxMTgtMzY5OWRjYjdhYzMxXkEyXkFqcGc@._V1_SX300.jpg,53%,46/100
Knife Fight,California & Hyde Streets,,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Rob Lowe,Julie Bowen,Jamie Chung,-122.4174211,37.7910049,Nob Hill,tt2884170,2013,series,Reality-TV,"Top Chef winner and The Gorbals restaurant owner and chef, Ilan Hall hosts after hours culinary battles in his restaurant. Two chefs are given three ingredients, one hour and free reign of the kitchen and its contents. The only rules are that they must utilize all the ingredients and the must create two dishes. The battle is decided by Illan and two to three guest judges. It's a great showcase of great chefs and great food. The only things cooler than the format are the prizes...",English,United States,,,,6.2,132,,,https://m.media-amazon.com/images/M/MV5BMjI3NzA4NTYwN15BMl5BanBnXkFtZTgwNTI0ODAxMzE@._V1_SX300.jpg,,
Devs,"Haight Ashbury - Central at Page, Haight at Masonic, Haight at Clayton",,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,-122.4453615,37.7702175,Haight Ashbury,tt8134186,2020,series,"Drama, Mystery, Sci-Fi","A computer engineer investigates the secretive development division in her company, which she believes is behind the disappearance of her boyfriend.","English, Chinese","United Kingdom, United States",TV-MA,409,Nominated for 4 Primetime Emmys. 14 nominations total,7.6,55967,,,https://m.media-amazon.com/images/M/MV5BMDBmMGFiNGYtNDRjMS00NzJlLWE5YjctOTkzNDM0ODM5YTRlXkEyXkFqcGc@._V1_SX300.jpg,,
Godzilla,Stockton & Clay St,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,-122.4079258,37.7940728,Chinatown,tt0831387,2014,movie,"Action, Adventure, Sci-Fi","In 1999, the Janjira nuclear plant was mysteriously destroyed with most hands lost including supervisor Joe Brody's colleague and wife, Sandra. Years later, Joe's son, Ford, a US Navy ordnance disposal officer, must go to Japan to help his estranged father who obsessively searches for the truth of the incident. In doing so, father and son discover the disaster's secret cause on the wreck's very grounds. This enables them to witness the reawakening of a terrible threat to all of Humanity, which is made all the worse with a second secret revival elsewhere. Against this cataclysm, the only hope for the world may be Godzilla, but the challenge for the King of the Monsters will be great even as Humanity struggles to understand the destructive ally they have.","English, Japanese","United States, Japan",PG-13,123,7 wins & 31 nominations total,6.4,462092,62,"$200,676,069 ",https://m.media-amazon.com/images/M/MV5BODE2NTdmMmYtY2U1OS00MjExLWIwNjQtYjQ5NTA0ZDZmZjZiXkEyXkFqcGc@._V1_SX300.jpg,76%,62/100
Quitters,923 Vermont St.,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,-122.4037415,37.7579997,Potrero Hill,tt3018528,2015,movie,"Comedy, Drama","Quitters tells the story of the Raymans, a wealthy Jewish family that's falling apart. The son, Clark, is a bright and curious high schooler with a talent for manipulation. As his mother May enters treatment for a pill addiction, and he and his father Roger stop getting along, Clark thinks about running away from home. He just needs to decide where to go.",English,United States,R,95,2 nominations,5.2,278,51,,https://m.media-amazon.com/images/M/MV5BMjk3MTkxMzIwN15BMl5BanBnXkFtZTgwNzQzMTAyOTE@._V1_SX300.jpg,38%,51/100
A Man on the Inside,1st St and Harrison,,"Universal Television, LLC",Netflix,Morgan Sackett,Michael Schur,Ted Danson,Mary Elizabeth Ellis,Lilah Richcreek Estrada,-122.39293,37.78618,Financial District/South Beach,tt26670955,2024,series,"Comedy, Crime","Charles, a retired man, gets a new lease on life when he answers an ad from a private investigator and becomes a mole in a secret investigation in a nursing home.","English, Spanish","United States, Chile",TV-14,,2 wins & 7 nominations total,7.6,42370,,,https://m.media-amazon.com/images/M/MV5BMGZiMTFjZDUtYWI1MS00YjFkLWFhMGUtZTdkY2YxY2M2MzJkXkEyXkFqcGc@._V1_SX300.jpg,,
Looking,770 Haight Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,-122.43489,37.771831,Haight Ashbury,tt2581458,2014,series,"Comedy, Drama, Romance","Three best friends living in San Francisco share the nuances and complexities of contemporary gay relationships as they explore a variety of options, both in love and in life.",English,United States,TV-MA,30,4 wins & 19 nominations total,8.2,22547,,,https://m.media-amazon.com/images/M/MV5BNzEwYjUyZjgtNmI1OC00ZThlLWFjZDgtMmNlMTk3NDE5ZjY0XkEyXkFqcGc@._V1_SX300.jpg,,
